,real_index,1,8,9,10,11,12
1484,530,2020-8-14 5,26.6,93,1007.7,0.5,70.8
1485,531,2020-8-14 6,26.8,94,1008.3,0.7,61.2
1486,532,2020-8-14 7,28.4,86,1008.6,1.3,86.6
1487,533,2020-8-14 8,29.8,77,1009.0,1.4,108.0
1488,534,2020-8-14 9,30.5,72,1009.0,1.5,112.9
1489,535,2020-8-14 10,30.7,71,1009.0,1.4,161.4
1490,536,2020-8-14 11,30.5,71,1008.6,1.6,112.2
1491,537,2020-8-14 12,31.5,67,1008.1,1.8,231.0
1492,538,2020-8-14 13,26.8,89,1008.0,1.8,100.5
1493,539,2020-8-14 14,27.4,89,1007.3,1.1,82.9
1494,540,2020-8-14 15,29.8,77,1006.6,0.8,118.7
1495,541,2020-8-14 16,30.7,71,1006.3,1.4,118.6
1496,542,2020-8-14 17,30.3,75,1006.1,1.1,101.4
1497,543,2020-8-14 18,29.9,77,1006.4,0.8,41.3
1498,544,2020-8-14 19,29.5,78,1007.0,0.7,317.3
1499,545,2020-8-14 20,29.4,78,1007.4,0.8,254.3
1500,546,2020-8-14 21,29.2,80,1007.7,0.6,352.0
1501,547,2020-8-14 22,28.6,84,1007.6,0.7,78.0
1502,548,2020-8-14 23,28.3,84,1006.9,0.7,33.0
1503,501,2020-8-13 0,26.2,94,1010.3,0.9,85.5
1504,502,2020-8-13 1,26.1,93,1009.7,1.4,105.5
1505,503,2020-8-13 2,25.8,91,1009.3,1.3,106.9
1506,504,2020-8-13 3,25.2,93,1008.8,1.0,93.1
1507,505,2020-8-13 4,25.4,93,1008.4,0.9,86.4
1508,506,2020-8-13 5,25.6,91,1008.2,1.4,102.8
1509,507,2020-8-13 6,25.8,93,1008.5,0.8,62.7
1510,508,2020-8-13 7,26.8,92,1009.2,1.3,82.1
1511,509,2020-8-13 8,28.2,85,1009.5,1.8,105.0
1512,510,2020-8-13 9,29.5,78,1010.0,1.7,111.4
1513,511,2020-8-13 10,26.9,89,1010.4,1.7,172.8
1514,512,2020-8-13 11,26.5,87,1010.5,1.2,98.7
1515,513,2020-8-13 12,29.3,76,1009.9,1.9,221.7
1516,514,2020-8-13 13,27.6,81,1009.7,2.3,173.5
1517,515,2020-8-13 14,27.0,86,1008.9,1.1,96.7
1518,516,2020-8-13 15,28.7,78,1008.3,1.8,113.5
1519,517,2020-8-13 16,29.1,77,1007.7,2.0,122.8
1520,518,2020-8-13 17,29.6,75,1007.4,1.7,103.5
1521,519,2020-8-13 18,29.4,76,1007.5,2.0,117.3
1522,520,2020-8-13 19,28.6,81,1007.8,2.2,120.0
1523,521,2020-8-13 20,28.3,84,1008.5,1.2,109.7
1524,522,2020-8-13 21,28.0,85,1009.0,0.7,83.1
1525,523,2020-8-13 22,28.1,84,1009.4,1.4,108.6
1526,524,2020-8-13 23,27.7,82,1009.3,0.9,106.7
1527,525,2020-8-14 0,27.2,86,1008.9,1.0,85.0
1528,526,2020-8-14 1,27.1,88,1008.2,0.8,81.7
1529,527,2020-8-14 2,26.8,91,1007.7,0.5,50.2
1530,528,2020-8-14 3,26.7,92,1007.4,0.4,33.1
1531,529,2020-8-14 4,26.6,93,1007.5,0.6,19.5
1532,530,2020-8-14 5,26.6,93,1007.7,0.5,70.8
1533,531,2020-8-14 6,26.8,94,1008.3,0.7,61.2
1534,532,2020-8-14 7,28.4,86,1008.6,1.3,86.6
1535,533,2020-8-14 8,29.8,77,1009.0,1.4,108.0
1536,534,2020-8-14 9,30.5,72,1009.0,1.5,112.9
1537,535,2020-8-14 10,30.7,71,1009.0,1.4,161.4
1538,536,2020-8-14 11,30.5,71,1008.6,1.6,112.2
1539,537,2020-8-14 12,31.5,67,1008.1,1.8,231.0
1540,538,2020-8-14 13,26.8,89,1008.0,1.8,100.5
1541,539,2020-8-14 14,27.4,89,1007.3,1.1,82.9
1542,540,2020-8-14 15,29.8,77,1006.6,0.8,118.7
1543,541,2020-8-14 16,30.7,71,1006.3,1.4,118.6
1544,542,2020-8-14 17,30.3,75,1006.1,1.1,101.4
1545,543,2020-8-14 18,29.9,77,1006.4,0.8,41.3
1546,544,2020-8-14 19,29.5,78,1007.0,0.7,317.3
1547,545,2020-8-14 20,29.4,78,1007.4,0.8,254.3
1548,546,2020-8-14 21,29.2,80,1007.7,0.6,352.0
1549,547,2020-8-14 22,28.6,84,1007.6,0.7,78.0
1550,548,2020-8-14 23,28.3,84,1006.9,0.7,33.0
1551,549,2020-8-15 0,28.2,83,1006.6,1.1,89.6
1552,550,2020-8-15 1,27.9,85,1006.3,0.6,12.4
1553,551,2020-8-15 2,27.6,86,1006.1,0.4,323.1
1554,552,2020-8-15 3,27.4,88,1005.9,0.5,79.2
1555,553,2020-8-15 4,27.1,89,1005.8,0.3,24.6
1556,554,2020-8-15 5,27.1,89,1006.2,0.4,330.0
1557,555,2020-8-15 6,27.5,88,1006.4,0.5,66.3
1558,556,2020-8-15 7,29.3,80,1007.1,0.7,207.6
1559,557,2020-8-15 8,29.4,78,1007.4,1.0,189.2
1560,558,2020-8-15 9,29.8,77,1007.6,0.7,355.7
1561,559,2020-8-15 10,31.1,70,1007.6,0.7,298.5
1562,560,2020-8-15 11,30.2,73,1007.4,1.2,62.9
1563,561,2020-8-15 12,27.1,91,1007.4,1.2,72.4
1564,562,2020-8-15 13,29.0,79,1006.8,1.4,113.3
1565,563,2020-8-15 14,31.1,67,1006.0,1.9,241.9
1566,564,2020-8-15 15,31.4,67,1005.3,1.7,234.4
1567,565,2020-8-15 16,31.4,68,1005.2,1.0,224.2
1568,566,2020-8-15 17,30.5,72,1005.4,1.1,99.1
1569,567,2020-8-15 18,30.2,71,1005.9,0.8,350.9
1570,568,2020-8-15 19,29.9,70,1006.7,1.1,286.2
1571,569,2020-8-15 20,29.7,73,1007.3,0.9,258.9
1572,570,2020-8-15 21,29.2,77,1007.4,0.7,335.7
1573,571,2020-8-15 22,28.8,80,1007.2,0.7,354.3
1574,572,2020-8-15 23,28.6,80,1007.1,0.8,43.5
1575,525,2020-8-14 0,27.2,86,1008.9,1.0,85.0
1576,526,2020-8-14 1,27.1,88,1008.2,0.8,81.7
1577,527,2020-8-14 2,26.8,91,1007.7,0.5,50.2
1578,528,2020-8-14 3,26.7,92,1007.4,0.4,33.1
1579,529,2020-8-14 4,26.6,93,1007.5,0.6,19.5
1580,530,2020-8-14 5,26.6,93,1007.7,0.5,70.8
1581,531,2020-8-14 6,26.8,94,1008.3,0.7,61.2
1582,532,2020-8-14 7,28.4,86,1008.6,1.3,86.6
1583,533,2020-8-14 8,29.8,77,1009.0,1.4,108.0
1584,534,2020-8-14 9,30.5,72,1009.0,1.5,112.9
1585,535,2020-8-14 10,30.7,71,1009.0,1.4,161.4
1586,536,2020-8-14 11,30.5,71,1008.6,1.6,112.2
1587,537,2020-8-14 12,31.5,67,1008.1,1.8,231.0
1588,538,2020-8-14 13,26.8,89,1008.0,1.8,100.5
1589,539,2020-8-14 14,27.4,89,1007.3,1.1,82.9
1590,540,2020-8-14 15,29.8,77,1006.6,0.8,118.7
1591,541,2020-8-14 16,30.7,71,1006.3,1.4,118.6
1592,542,2020-8-14 17,30.3,75,1006.1,1.1,101.4
1593,543,2020-8-14 18,29.9,77,1006.4,0.8,41.3
1594,544,2020-8-14 19,29.5,78,1007.0,0.7,317.3
1595,545,2020-8-14 20,29.4,78,1007.4,0.8,254.3
1596,546,2020-8-14 21,29.2,80,1007.7,0.6,352.0
1597,547,2020-8-14 22,28.6,84,1007.6,0.7,78.0
1598,548,2020-8-14 23,28.3,84,1006.9,0.7,33.0
1599,549,2020-8-15 0,28.2,83,1006.6,1.1,89.6
1600,550,2020-8-15 1,27.9,85,1006.3,0.6,12.4
1601,551,2020-8-15 2,27.6,86,1006.1,0.4,323.1
1602,552,2020-8-15 3,27.4,88,1005.9,0.5,79.2
1603,553,2020-8-15 4,27.1,89,1005.8,0.3,24.6
1604,554,2020-8-15 5,27.1,89,1006.2,0.4,330.0
1605,555,2020-8-15 6,27.5,88,1006.4,0.5,66.3
1606,556,2020-8-15 7,29.3,80,1007.1,0.7,207.6
1607,557,2020-8-15 8,29.4,78,1007.4,1.0,189.2
1608,558,2020-8-15 9,29.8,77,1007.6,0.7,355.7
1609,559,2020-8-15 10,31.1,70,1007.6,0.7,298.5
1610,560,2020-8-15 11,30.2,73,1007.4,1.2,62.9
1611,561,2020-8-15 12,27.1,91,1007.4,1.2,72.4
1612,562,2020-8-15 13,29.0,79,1006.8,1.4,113.3
1613,563,2020-8-15 14,31.1,67,1006.0,1.9,241.9
1614,564,2020-8-15 15,31.4,67,1005.3,1.7,234.4
1615,565,2020-8-15 16,31.4,68,1005.2,1.0,224.2
1616,566,2020-8-15 17,30.5,72,1005.4,1.1,99.1
1617,567,2020-8-15 18,30.2,71,1005.9,0.8,350.9
1618,568,2020-8-15 19,29.9,70,1006.7,1.1,286.2
1619,569,2020-8-15 20,29.7,73,1007.3,0.9,258.9
1620,570,2020-8-15 21,29.2,77,1007.4,0.7,335.7
1621,571,2020-8-15 22,28.8,80,1007.2,0.7,354.3
1622,572,2020-8-15 23,28.6,80,1007.1,0.8,43.5
1623,573,2020-8-16 0,28.4,80,1006.7,0.6,42.6
1624,574,2020-8-16 1,28.2,80,1006.6,0.5,15.2
1625,575,2020-8-16 2,28.2,81,1006.6,0.6,255.1
1626,576,2020-8-16 3,27.9,83,1006.8,0.4,1.9
1627,577,2020-8-16 4,27.6,85,1006.9,0.4,31.2
1628,578,2020-8-16 5,27.4,86,1007.0,0.3,358.6
1629,579,2020-8-16 6,27.2,90,1007.2,0.5,71.8
1630,580,2020-8-16 7,27.7,88,1007.8,0.6,53.0
1631,581,2020-8-16 8,28.4,84,1008.1,1.2,69.8
1632,582,2020-8-16 9,29.4,75,1008.3,1.5,81.4
1633,583,2020-8-16 10,30.3,69,1008.3,1.6,86.6
1634,584,2020-8-16 11,31.4,63,1007.7,2.1,90.9
1635,585,2020-8-16 12,31.8,62,1007.0,2.2,87.8
1636,586,2020-8-16 13,31.8,63,1006.1,2.1,80.3
1637,587,2020-8-16 14,33.0,57,1005.2,1.7,88.0
1638,588,2020-8-16 15,33.5,56,1004.4,1.6,100.8
1639,589,2020-8-16 16,33.4,53,1004.2,2.0,117.9
1640,590,2020-8-16 17,32.6,59,1004.7,1.9,105.2
1641,591,2020-8-16 18,31.5,66,1005.4,1.6,111.3
1642,592,2020-8-16 19,30.8,69,1005.9,1.5,99.0
1643,593,2020-8-16 20,30.3,70,1007.0,1.0,89.7
1644,594,2020-8-16 21,30.0,73,1007.8,0.9,86.3
1645,595,2020-8-16 22,29.5,76,1007.9,0.7,88.5
1646,596,2020-8-16 23,28.8,81,1007.5,1.3,69.0
1647,549,2020-8-15 0,28.2,83,1006.6,1.1,89.6
1648,550,2020-8-15 1,27.9,85,1006.3,0.6,12.4
1649,551,2020-8-15 2,27.6,86,1006.1,0.4,323.1
1650,552,2020-8-15 3,27.4,88,1005.9,0.5,79.2
1651,553,2020-8-15 4,27.1,89,1005.8,0.3,24.6
1652,554,2020-8-15 5,27.1,89,1006.2,0.4,330.0
1653,555,2020-8-15 6,27.5,88,1006.4,0.5,66.3
1654,556,2020-8-15 7,29.3,80,1007.1,0.7,207.6
1655,557,2020-8-15 8,29.4,78,1007.4,1.0,189.2
1656,558,2020-8-15 9,29.8,77,1007.6,0.7,355.7
1657,559,2020-8-15 10,31.1,70,1007.6,0.7,298.5
1658,560,2020-8-15 11,30.2,73,1007.4,1.2,62.9
1659,561,2020-8-15 12,27.1,91,1007.4,1.2,72.4
1660,562,2020-8-15 13,29.0,79,1006.8,1.4,113.3
1661,563,2020-8-15 14,31.1,67,1006.0,1.9,241.9
1662,564,2020-8-15 15,31.4,67,1005.3,1.7,234.4
1663,565,2020-8-15 16,31.4,68,1005.2,1.0,224.2
1664,566,2020-8-15 17,30.5,72,1005.4,1.1,99.1
1665,567,2020-8-15 18,30.2,71,1005.9,0.8,350.9
1666,568,2020-8-15 19,29.9,70,1006.7,1.1,286.2
1667,569,2020-8-15 20,29.7,73,1007.3,0.9,258.9
1668,570,2020-8-15 21,29.2,77,1007.4,0.7,335.7
1669,571,2020-8-15 22,28.8,80,1007.2,0.7,354.3
1670,572,2020-8-15 23,28.6,80,1007.1,0.8,43.5
1671,573,2020-8-16 0,28.4,80,1006.7,0.6,42.6
1672,574,2020-8-16 1,28.2,80,1006.6,0.5,15.2
1673,575,2020-8-16 2,28.2,81,1006.6,0.6,255.1
1674,576,2020-8-16 3,27.9,83,1006.8,0.4,1.9
1675,577,2020-8-16 4,27.6,85,1006.9,0.4,31.2
1676,578,2020-8-16 5,27.4,86,1007.0,0.3,358.6
1677,579,2020-8-16 6,27.2,90,1007.2,0.5,71.8
1678,580,2020-8-16 7,27.7,88,1007.8,0.6,53.0
1679,581,2020-8-16 8,28.4,84,1008.1,1.2,69.8
1680,582,2020-8-16 9,29.4,75,1008.3,1.5,81.4
1681,583,2020-8-16 10,30.3,69,1008.3,1.6,86.6
1682,584,2020-8-16 11,31.4,63,1007.7,2.1,90.9
1683,585,2020-8-16 12,31.8,62,1007.0,2.2,87.8
1684,586,2020-8-16 13,31.8,63,1006.1,2.1,80.3
1685,587,2020-8-16 14,33.0,57,1005.2,1.7,88.0
1686,588,2020-8-16 15,33.5,56,1004.4,1.6,100.8
1687,589,2020-8-16 16,33.4,53,1004.2,2.0,117.9
1688,590,2020-8-16 17,32.6,59,1004.7,1.9,105.2
1689,591,2020-8-16 18,31.5,66,1005.4,1.6,111.3
1690,592,2020-8-16 19,30.8,69,1005.9,1.5,99.0
1691,593,2020-8-16 20,30.3,70,1007.0,1.0,89.7
1692,594,2020-8-16 21,30.0,73,1007.8,0.9,86.3
1693,595,2020-8-16 22,29.5,76,1007.9,0.7,88.5
1694,596,2020-8-16 23,28.8,81,1007.5,1.3,69.0
1695,597,2020-8-17 0,28.3,83,1007.0,0.9,73.4
1696,598,2020-8-17 1,28.0,86,1006.5,0.9,67.8
1697,599,2020-8-17 2,27.8,86,1006.0,0.9,57.4
1698,600,2020-8-17 3,27.6,86,1006.0,1.2,68.9
1699,601,2020-8-17 4,27.4,88,1006.1,1.3,62.5
1700,602,2020-8-17 5,27.3,88,1006.1,1.7,63.3
1701,603,2020-8-17 6,27.4,86,1006.6,1.6,65.6
1702,604,2020-8-17 7,28.3,81,1007.0,2.0,66.6
1703,605,2020-8-17 8,29.2,76,1007.5,1.9,65.2
1704,606,2020-8-17 9,29.7,74,1008.0,1.9,71.1
1705,607,2020-8-17 10,31.1,67,1007.9,2.2,81.4
1706,608,2020-8-17 11,31.4,65,1007.9,1.8,88.7
1707,609,2020-8-17 12,30.9,67,1007.5,1.4,116.3
1708,610,2020-8-17 13,30.8,69,1007.0,1.2,241.3
1709,611,2020-8-17 14,30.9,69,1006.4,1.0,87.5
1710,612,2020-8-17 15,30.6,70,1005.4,1.6,102.2
1711,613,2020-8-17 16,30.0,67,1005.5,1.7,117.9
1712,614,2020-8-17 17,29.9,70,1005.4,1.4,95.1
1713,615,2020-8-17 18,29.4,74,1005.6,1.2,93.0
1714,616,2020-8-17 19,29.1,77,1006.1,0.9,91.9
1715,617,2020-8-17 20,28.8,79,1006.8,0.5,26.4
1716,618,2020-8-17 21,28.6,82,1007.2,0.6,70.7
1717,619,2020-8-17 22,28.3,84,1007.5,0.7,78.2
1718,620,2020-8-17 23,28.0,85,1007.4,0.4,55.2
1719,573,2020-8-16 0,28.4,80,1006.7,0.6,42.6
1720,574,2020-8-16 1,28.2,80,1006.6,0.5,15.2
1721,575,2020-8-16 2,28.2,81,1006.6,0.6,255.1
1722,576,2020-8-16 3,27.9,83,1006.8,0.4,1.9
1723,577,2020-8-16 4,27.6,85,1006.9,0.4,31.2
1724,578,2020-8-16 5,27.4,86,1007.0,0.3,358.6
1725,579,2020-8-16 6,27.2,90,1007.2,0.5,71.8
1726,580,2020-8-16 7,27.7,88,1007.8,0.6,53.0
1727,581,2020-8-16 8,28.4,84,1008.1,1.2,69.8
1728,582,2020-8-16 9,29.4,75,1008.3,1.5,81.4
1729,583,2020-8-16 10,30.3,69,1008.3,1.6,86.6
1730,584,2020-8-16 11,31.4,63,1007.7,2.1,90.9
1731,585,2020-8-16 12,31.8,62,1007.0,2.2,87.8
1732,586,2020-8-16 13,31.8,63,1006.1,2.1,80.3
1733,587,2020-8-16 14,33.0,57,1005.2,1.7,88.0
1734,588,2020-8-16 15,33.5,56,1004.4,1.6,100.8
1735,589,2020-8-16 16,33.4,53,1004.2,2.0,117.9
1736,590,2020-8-16 17,32.6,59,1004.7,1.9,105.2
1737,591,2020-8-16 18,31.5,66,1005.4,1.6,111.3
1738,592,2020-8-16 19,30.8,69,1005.9,1.5,99.0
1739,593,2020-8-16 20,30.3,70,1007.0,1.0,89.7
1740,594,2020-8-16 21,30.0,73,1007.8,0.9,86.3
1741,595,2020-8-16 22,29.5,76,1007.9,0.7,88.5
1742,596,2020-8-16 23,28.8,81,1007.5,1.3,69.0
1743,597,2020-8-17 0,28.3,83,1007.0,0.9,73.4
1744,598,2020-8-17 1,28.0,86,1006.5,0.9,67.8
1745,599,2020-8-17 2,27.8,86,1006.0,0.9,57.4
1746,600,2020-8-17 3,27.6,86,1006.0,1.2,68.9
1747,601,2020-8-17 4,27.4,88,1006.1,1.3,62.5
1748,602,2020-8-17 5,27.3,88,1006.1,1.7,63.3
1749,603,2020-8-17 6,27.4,86,1006.6,1.6,65.6
1750,604,2020-8-17 7,28.3,81,1007.0,2.0,66.6
1751,605,2020-8-17 8,29.2,76,1007.5,1.9,65.2
1752,606,2020-8-17 9,29.7,74,1008.0,1.9,71.1
1753,607,2020-8-17 10,31.1,67,1007.9,2.2,81.4
1754,608,2020-8-17 11,31.4,65,1007.9,1.8,88.7
1755,609,2020-8-17 12,30.9,67,1007.5,1.4,116.3
1756,610,2020-8-17 13,30.8,69,1007.0,1.2,241.3
1757,611,2020-8-17 14,30.9,69,1006.4,1.0,87.5
1758,612,2020-8-17 15,30.6,70,1005.4,1.6,102.2
1759,613,2020-8-17 16,30.0,67,1005.5,1.7,117.9
1760,614,2020-8-17 17,29.9,70,1005.4,1.4,95.1
1761,615,2020-8-17 18,29.4,74,1005.6,1.2,93.0
1762,616,2020-8-17 19,29.1,77,1006.1,0.9,91.9
1763,617,2020-8-17 20,28.8,79,1006.8,0.5,26.4
1764,618,2020-8-17 21,28.6,82,1007.2,0.6,70.7
1765,619,2020-8-17 22,28.3,84,1007.5,0.7,78.2
1766,620,2020-8-17 23,28.0,85,1007.4,0.4,55.2
1767,621,2020-8-18 0,27.9,86,1007.1,0.3,78.1
1768,622,2020-8-18 1,27.6,87,1006.6,0.3,98.8
1769,623,2020-8-18 2,27.5,86,1006.1,0.4,291.4
1770,624,2020-8-18 3,27.4,87,1005.8,0.4,346.2
1771,625,2020-8-18 4,27.3,88,1005.6,0.4,95.5
1772,626,2020-8-18 5,27.2,89,1005.6,0.5,49.9
1773,627,2020-8-18 6,27.4,89,1006.0,0.5,35.8
1774,628,2020-8-18 7,28.4,83,1006.5,1.4,46.6
1775,629,2020-8-18 8,29.2,78,1006.6,1.7,36.3
1776,630,2020-8-18 9,29.9,74,1006.8,1.8,30.4
1777,631,2020-8-18 10,30.4,71,1006.7,2.0,23.5
1778,632,2020-8-18 11,30.6,69,1006.4,2.1,41.7
1779,633,2020-8-18 12,31.8,62,1005.7,2.2,40.5
1780,634,2020-8-18 13,32.1,60,1005.0,2.2,70.7
1781,635,2020-8-18 14,31.8,61,1004.0,1.3,104.7
1782,636,2020-8-18 15,31.6,61,1003.6,1.1,90.4
1783,637,2020-8-18 16,30.5,65,1003.2,1.9,98.3
1784,638,2020-8-18 17,27.4,78,1003.4,2.3,124.7
1785,639,2020-8-18 18,26.4,84,1003.2,1.5,87.7
1786,640,2020-8-18 19,26.4,86,1003.8,1.3,65.7
1787,641,2020-8-18 20,26.6,86,1004.6,1.4,36.2
1788,642,2020-8-18 21,26.8,85,1005.2,1.8,26.4
1789,643,2020-8-18 22,26.7,84,1005.2,1.8,27.3
1790,644,2020-8-18 23,26.9,81,1004.7,2.4,16.9
1791,597,2020-8-17 0,28.3,83,1007.0,0.9,73.4
1792,598,2020-8-17 1,28.0,86,1006.5,0.9,67.8
1793,599,2020-8-17 2,27.8,86,1006.0,0.9,57.4
1794,600,2020-8-17 3,27.6,86,1006.0,1.2,68.9
1795,601,2020-8-17 4,27.4,88,1006.1,1.3,62.5
1796,602,2020-8-17 5,27.3,88,1006.1,1.7,63.3
1797,603,2020-8-17 6,27.4,86,1006.6,1.6,65.6
1798,604,2020-8-17 7,28.3,81,1007.0,2.0,66.6
1799,605,2020-8-17 8,29.2,76,1007.5,1.9,65.2
1800,606,2020-8-17 9,29.7,74,1008.0,1.9,71.1
1801,607,2020-8-17 10,31.1,67,1007.9,2.2,81.4
1802,608,2020-8-17 11,31.4,65,1007.9,1.8,88.7
1803,609,2020-8-17 12,30.9,67,1007.5,1.4,116.3
1804,610,2020-8-17 13,30.8,69,1007.0,1.2,241.3
1805,611,2020-8-17 14,30.9,69,1006.4,1.0,87.5
1806,612,2020-8-17 15,30.6,70,1005.4,1.6,102.2
1807,613,2020-8-17 16,30.0,67,1005.5,1.7,117.9
1808,614,2020-8-17 17,29.9,70,1005.4,1.4,95.1
1809,615,2020-8-17 18,29.4,74,1005.6,1.2,93.0
1810,616,2020-8-17 19,29.1,77,1006.1,0.9,91.9
1811,617,2020-8-17 20,28.8,79,1006.8,0.5,26.4
1812,618,2020-8-17 21,28.6,82,1007.2,0.6,70.7
1813,619,2020-8-17 22,28.3,84,1007.5,0.7,78.2
1814,620,2020-8-17 23,28.0,85,1007.4,0.4,55.2
1815,621,2020-8-18 0,27.9,86,1007.1,0.3,78.1
1816,622,2020-8-18 1,27.6,87,1006.6,0.3,98.8
1817,623,2020-8-18 2,27.5,86,1006.1,0.4,291.4
1818,624,2020-8-18 3,27.4,87,1005.8,0.4,346.2
1819,625,2020-8-18 4,27.3,88,1005.6,0.4,95.5
1820,626,2020-8-18 5,27.2,89,1005.6,0.5,49.9
1821,627,2020-8-18 6,27.4,89,1006.0,0.5,35.8
1822,628,2020-8-18 7,28.4,83,1006.5,1.4,46.6
1823,629,2020-8-18 8,29.2,78,1006.6,1.7,36.3
1824,630,2020-8-18 9,29.9,74,1006.8,1.8,30.4
1825,631,2020-8-18 10,30.4,71,1006.7,2.0,23.5
1826,632,2020-8-18 11,30.6,69,1006.4,2.1,41.7
1827,633,2020-8-18 12,31.8,62,1005.7,2.2,40.5
1828,634,2020-8-18 13,32.1,60,1005.0,2.2,70.7
1829,635,2020-8-18 14,31.8,61,1004.0,1.3,104.7
1830,636,2020-8-18 15,31.6,61,1003.6,1.1,90.4
1831,637,2020-8-18 16,30.5,65,1003.2,1.9,98.3
1832,638,2020-8-18 17,27.4,78,1003.4,2.3,124.7
1833,639,2020-8-18 18,26.4,84,1003.2,1.5,87.7
1834,640,2020-8-18 19,26.4,86,1003.8,1.3,65.7
1835,641,2020-8-18 20,26.6,86,1004.6,1.4,36.2
1836,642,2020-8-18 21,26.8,85,1005.2,1.8,26.4
1837,643,2020-8-18 22,26.7,84,1005.2,1.8,27.3
1838,644,2020-8-18 23,26.9,81,1004.7,2.4,16.9
1839,645,2020-8-19 0,26.4,83,1004.4,2.0,14.3
1840,646,2020-8-19 1,25.4,90,1003.5,2.1,17.3
1841,647,2020-8-19 2,25.2,92,1002.7,2.0,10.1
1842,648,2020-8-19 3,25.0,93,1001.9,2.5,20.8
1843,649,2020-8-19 4,24.8,94,1001.0,3.2,16.5
1844,650,2020-8-19 5,24.9,94,1000.4,3.7,29.8
1845,651,2020-8-19 6,25.1,94,999.9,4.4,34.5
1846,652,2020-8-19 7,25.3,94,999.4,5.1,49.4
1847,653,2020-8-19 8,25.4,94,999.4,5.8,70.6
1848,654,2020-8-19 9,25.7,94,1000.6,4.1,94.4
1849,655,2020-8-19 10,26.8,88,1001.8,4.9,109.9
1850,656,2020-8-19 11,27.5,86,1002.6,4.8,118.7
1851,657,2020-8-19 12,28.2,82,1003.4,4.1,124.6
1852,658,2020-8-19 13,28.1,83,1003.9,3.4,120.2
1853,659,2020-8-19 14,26.8,87,1004.1,3.0,119.6
1854,660,2020-8-19 15,26.8,86,1003.9,2.3,113.1
1855,661,2020-8-19 16,26.8,86,1003.8,1.8,107.2
1856,662,2020-8-19 17,26.9,86,1004.2,1.8,110.4
1857,663,2020-8-19 18,26.8,87,1004.4,2.1,119.9
1858,664,2020-8-19 19,26.8,86,1005.5,1.3,117.0
1859,665,2020-8-19 20,26.9,86,1006.5,1.2,119.4
1860,666,2020-8-19 21,27.0,86,1007.0,1.5,116.8
1861,667,2020-8-19 22,27.0,86,1007.4,0.9,97.3
1862,668,2020-8-19 23,27.1,88,1007.9,0.7,80.9
1863,621,2020-8-18 0,27.9,86,1007.1,0.3,78.1
1864,622,2020-8-18 1,27.6,87,1006.6,0.3,98.8
1865,623,2020-8-18 2,27.5,86,1006.1,0.4,291.4
1866,624,2020-8-18 3,27.4,87,1005.8,0.4,346.2
1867,625,2020-8-18 4,27.3,88,1005.6,0.4,95.5
1868,626,2020-8-18 5,27.2,89,1005.6,0.5,49.9
1869,627,2020-8-18 6,27.4,89,1006.0,0.5,35.8
1870,628,2020-8-18 7,28.4,83,1006.5,1.4,46.6
1871,629,2020-8-18 8,29.2,78,1006.6,1.7,36.3
1872,630,2020-8-18 9,29.9,74,1006.8,1.8,30.4
1873,631,2020-8-18 10,30.4,71,1006.7,2.0,23.5
1874,632,2020-8-18 11,30.6,69,1006.4,2.1,41.7
1875,633,2020-8-18 12,31.8,62,1005.7,2.2,40.5
1876,634,2020-8-18 13,32.1,60,1005.0,2.2,70.7
1877,635,2020-8-18 14,31.8,61,1004.0,1.3,104.7
1878,636,2020-8-18 15,31.6,61,1003.6,1.1,90.4
1879,637,2020-8-18 16,30.5,65,1003.2,1.9,98.3
1880,638,2020-8-18 17,27.4,78,1003.4,2.3,124.7
1881,639,2020-8-18 18,26.4,84,1003.2,1.5,87.7
1882,640,2020-8-18 19,26.4,86,1003.8,1.3,65.7
1883,641,2020-8-18 20,26.6,86,1004.6,1.4,36.2
1884,642,2020-8-18 21,26.8,85,1005.2,1.8,26.4
1885,643,2020-8-18 22,26.7,84,1005.2,1.8,27.3
1886,644,2020-8-18 23,26.9,81,1004.7,2.4,16.9
1887,645,2020-8-19 0,26.4,83,1004.4,2.0,14.3
1888,646,2020-8-19 1,25.4,90,1003.5,2.1,17.3
1889,647,2020-8-19 2,25.2,92,1002.7,2.0,10.1
1890,648,2020-8-19 3,25.0,93,1001.9,2.5,20.8
1891,649,2020-8-19 4,24.8,94,1001.0,3.2,16.5
1892,650,2020-8-19 5,24.9,94,1000.4,3.7,29.8
1893,651,2020-8-19 6,25.1,94,999.9,4.4,34.5
1894,652,2020-8-19 7,25.3,94,999.4,5.1,49.4
1895,653,2020-8-19 8,25.4,94,999.4,5.8,70.6
1896,654,2020-8-19 9,25.7,94,1000.6,4.1,94.4
1897,655,2020-8-19 10,26.8,88,1001.8,4.9,109.9
1898,656,2020-8-19 11,27.5,86,1002.6,4.8,118.7
1899,657,2020-8-19 12,28.2,82,1003.4,4.1,124.6
1900,658,2020-8-19 13,28.1,83,1003.9,3.4,120.2
1901,659,2020-8-19 14,26.8,87,1004.1,3.0,119.6
1902,660,2020-8-19 15,26.8,86,1003.9,2.3,113.1
1903,661,2020-8-19 16,26.8,86,1003.8,1.8,107.2
1904,662,2020-8-19 17,26.9,86,1004.2,1.8,110.4
1905,663,2020-8-19 18,26.8,87,1004.4,2.1,119.9
1906,664,2020-8-19 19,26.8,86,1005.5,1.3,117.0
